"","klasifikasi","score","text"
"4233","Positif",0,"repost meeberian ãƒãƒãƒ  pesan makan pakai meeberian   bantu usaha kuliner  beahan  pandemi     aman pesan makan  rumahğÿ yuk pre order makananmuâ€ â€"
"4234","Positif",0,"kapolsek nglipar akp sumarya laksana patroli  sampa himbauan cegah   cegah sebar  coronapictwittercombqgjhxjaj"
"4235","Positif",0,"kabaharkam  jatim inspeksi kampung tangguh meru hadapiâ  â€"
"4236","Positif",3,"menteri sosial kemensos  akselerasi salur  bantu sosial bansos  mastik warga dampak  terima bantu  sekjenhaono laras turun langsung   rumah warga akselerasibansos pictwittercomhiegmsvq"
"4237","Positif",0,"new cases of  kamrup tinsukia guwahati dhubri cachar dhemaji now active cases  assam assamcovidcount pictwittercomeerolha"
"4238","Negatif",-1,"kepala daerah   drama korea terusterusan   kerjasama  warga bukti  surabaya   sebar covidnya  butuh bukti  tangis  amarah   takut  amarahmu  tangis ala drama korea"
"4239","Positif",1,"dukung juang  yonif kostrad  makan  tenaga medis  rsud merauke via"
"4240","Positif",3," uji    lulus  ubah    sabar atur disiplin tabah tangguh  harga selamat tinggal hidup  "
"4241","Positif",0,"tanggulang pandemi  pemprov jatim salur alkasus ventilator  rsal sukantyo jahja â€ pictwittercommosdxuagn"
"4242","Positif",0,"juta cluster mudikpulkam  terserahindonesia â€"
"4243","Positif",1,"bansos tunai  sembako    terima juta kakak pemerintah  salur bantu bansos   pandemi   desember sebelumnyapemberian bansos  blndari april  juni â€"
"4244","Negatif",-1,"polri peduli covidpictwittercomymapes"
"4245","Positif",0,"bank dunia restu dana us juta program tanggap darurat covidâ indonesia â€"
"4246","Positif",1,"sekretaris jenderal kemensos haono laras atak    bijak social safety net  tanggulang dampak covidluncurkan bansos nonreguler  bansos sembako bantu presiden  bansos tunai akselerasibansos pictwittercomxtuzzeq"
"4247","Positif",1,"anggota polsekcimanggu beri pesan himbauanagar  maskerjaga jarakmenjaga bersih  cegah sebar    polsekcimanggu polrescilacap poldajateng â€"
"4248","Positif",0,"    "
"4249","Positif",0,"  panggung  enak  direbutin politis"
"4250","Negatif",-2,"pangkogabwilhan i tinjau rumah sakit darurat khusus   wisma atlet mayor via"
"4251","Negatif",-1,"yaani hili lipoyoyo   ajabu watu wafe mnaficha hivyo vifo ili iweje kwa hiyo wanaotoa takwimu  wapuuzi  mnategemea wasiojua  ya ugonjwa wa  mtawasikia "
"4252","Negatif",-1,"bacaâ€ komen  ig  postingan surabaya  angka mati teinggi   banget  sudut bu risma ngebandingâ€  gubernur jakarta  ngei   pola pikir rakyat indonesia     suppo  jatuh    gedek bgtğÿ˜"
"4253","Positif",1,"dukung juang  yonif kostrad  makan  tenaga medis  rsudâ merauke â€"
"4254","Positif",1," ganggu  orang   usaha mencaricari salah pemerintah  hadap    bikin banding buka mall vs  ibadah  surga        surga      sang khalik"
"4255","Negatif",-1,"arusha youth group leo tumewapa wamachinga wa soko  mbauda somberini arusha barakoa kutoka sunflag tltd zaidi ya machinga woo kuunga serikali mkono kutokomeza  pictwittercomqfnwjkgqi"
"4256","Positif",0,"  new normal kurva   landai syarat  who  terap new normal kurva  melandaiturun  high risky biar masyarakat aktivitas   pandemi   kurva  tanjak  vaksin  "
"4257","Negatif",-3," nak putus rangkai     nak putus rangkai chat orang"
"4258","Negatif",-2," kakğÿ™ğÿ™  rumah      prokol anti   makan we lupa cuci tang"
"4259","Positif",0,"polresta cirebon laksana  bantu sosial  masyarakat dampak   wilayah hukum polresta cirebon  beempat  halaman mapolresta cirebonpictwittercomtmbqjzcgz"
"4260","Negatif",-2," tulis aikel  april   pesan sirat  masyarakat  pemprov jatim  jatim  kerja  keras   surabaya  milik    nasional â€ lokadataid via"
"4261","Positif",0,"  tim gugus tugas   newâ normal â€"
"4262","Positif",0,"  tim gugus tugas   newâ normal â€"
"4263","Positif",0," dunia  meresta modem   hilang"
"4264","Positif",0," positif tembus orang gugus tugas  camat  sukoharjo intensif razia masker â€ pictwittercomdmkfrcnne"
"4265","Positif",0," pandemi  bpbd kota tasik serap anggar rp milyar komisi iv pinta lapor perinci pictwittercomszuzrdbzc"
"4266","Positif",0," aman  face shield cegah tular   "
"4267","Negatif",-1,"     serang sistem napas akibat     rupa ngikis empathy orgorg jatuh  motor  ditolongin  sekal   ngelewatin     lihat     salah  miris"
"4268","Positif",0," fachrul bijak  beri   tingkat camat   evaluasi  ketat   kait situasi  â€"
"4269","Positif",0," mangkas sebar  korlantas polri  upaya maksimal  beri   korlantasjalankanarahankapolri pictwittercomsvgsilokp"
"4270","Positif",0,"polisi republik indonesiapolda kalimantan selatan polres tabalong  polsek kelua   pandemi   lakukan gerak bakti sosial polri peduli covit   giat baktiâ€ â€"
"4271","Positif",0," hasil hadir insecure   rakyat indonesia"
"4272","Negatif",-1," langsung  wuhan lembaga eijkman  alur jalan    indonesia â€ via"
"4273","Negatif",-1,"kawan mudağÿ‡ğÿ‡monevstudio  staup  fokus  promosi bangun berkelanjutanliterasi evaluasi pengin tau komen  putar awas paisipatif kali  kait   komen disiniğÿ‘‰ğÿ â€ pantau kamiğÿ‘‰ğÿ â€ pictwittercompewnicysq"
"4274","Positif",0,"  pandemi   surut semangat prajurit tarung yonmarhanlan v laksana latih drill meriam mm â€ pictwittercomzbhudgknt"
"4275","Negatif",-1,"  jam menganalisa data  kota mataram  butuh pilkada data    sinkron   data  ambil sumber  website resmi  infografik  kota mataram"
"4276","Positif",0," jaga sehat   nyata ğÿ˜ğÿ˜ğÿ˜"
"4277","Negatif",-2," pandemi    khawatir    angka kehamamilan  khawatir entar  adek   dramatwitter  kebohonganbaru"
"4278","Negatif",-1," negara  pati tuju dasar hantar pulang  negara masingmasing onenewsâ pati  stayathome berpesanpesan   dudukdirumah kitateguhkitamenang komunikasikita radiomâ€ â€"
"4279","Positif",0,"tular   ama kali   negara â€"
"4280","Negatif",-3,"ingamba zo kwirinda   ugukaraba mu ntoki kenshi namazi meza nisabune mu gihe kiri hagati ya seconds kwirinda guhurira ahantu hamwe turi benshi kwirinda kuramukanya duhana ibiganza gusiga intera hagati ya umuntu nundi no kwambara agapfukamunwa neza"
"4281","Positif",0," grassary distributed item  grama panchyath staff at inguhi village kasusamudram mandal telangana statepictwittercomzsrdfloye"
"4282","Positif",0,"tangis p   pandemi  pecat  whatsapp   sangon  beahan  lilit utang â€"
"4283","Positif",1,"duh wakil ketua dprd  asn catat  terima bantu  inikebumen datapenerimabantuan  â€"
"4284","Positif",1,"sekretaris jenderal kemensos haono laras atak    bijak social safety net  tanggulang dampak covidluncurkan bansos nonreguler  bansos sembako bantu presiden  bansos tunai akselerasibansos pictwittercompbmkybwy"
"4285","Positif",0,"bupati zaki gelar simulasi buka masjid standar protokol sehat  â€"
"4286","Negatif",-1,"ïâƒ  duit poket ğÿ’  tempoh pkp  rumah     duithow ğÿ˜ â“ â€ â€ stayathome  earnmoney"
"4287","Positif",2,"gubernur aal  salam   makna silaturahim halal bihalal idul fitri h medanekspressurabayaâ â€“ kait pandemi  menjadijkan tradisi halal bihalal idul fitri   beda dariâ€ â€"
"4288","Negatif",-1,"hili suala  kutoa taarifa kuhusu ugonjwa wa  sisi tuliacha tunaamini tunazo sababu  msingi  tunaamini kuwa watanzania wameshaelewa dkt hassan abbasi hatuchuji kwanzahabari pictwittercomzwzupli"
"4289","Positif",0," ustadyg hormat  kerja   ustad     beri contoh    rakyat  bantu orang  susah  kontribusi  rakyat  pandemic  tolong   "
"4290","Negatif",-3,"  china   kandidat vaksin  tuh  disebarin  negara  ya kalo vaksin  rinduin     ya hehe"
"4291","Negatif",-1,"berita pm  selamat sambut pesta kaamatan  gawaipestakaamatan selamatharigawai pkpb  kitateguhkitamenang komunikasikita disiplindiri selfdiscipline cmco aidilfitri â€ â€"
"4292","Negatif",-1,"robot aumr  uji coba   rumah sakit rujuk penanganan  pei rumah sakit hasan sadikin  wisma atlet telkom â€"
"4293","Negatif",-1,"peta       negara masker  sukses      negara eropa barat  amerika selatan lambat wajib masker  wabah  ledak  pictwittercomlodvnilfih"
"4294","Positif",0," cases cross mark new cases of  kamrup tinsukia guwahati dhubri cachar dhemaji â†—ïtotal cases health minister himanta biswa sarma"
"4295","Positif",3,"menteri sosial kemensos  akselerasi salur  bantu sosial bansos  mastik warga dampak  terima bantu  sekjenhaono laras turun langsung   rumah warga akselerasibansos pictwittercomfihwbmgxr"
"4296","Positif",0,"ajar  pembelajaran pdp  tali  sember kecuali  kategori sumber menteri aji tinggibernama  kitateguhkitamenang komunikasikita stayathome berpesanpesanâ€ â€"
"4297","Positif",1,"lean  nak kahwin pon tunggu   suai ğÿ˜š doa semoga allah mudah  urus bakalâ pengantin  musim   ye"
"4298","Positif",0,"ajar  pembelajaran pdp  tali  sember kecuali  kategori sumber menteri aji tinggibernama  kitateguhkitamenang komunikasikita stayathome berpesanpesanâ€ â€"
"4299","Positif",0,"ajar  pembelajaran pdp  tali  sember kecuali  kategori sumber menteri aji tinggibernama  kitateguhkitamenang komunikasikita stayathome berpesanpesanâ€ â€"
"4300","Positif",1," pagi mesjid  c mangkat selamat  raya idul fitri hcovidpictwittercomjwlpthfr"
"4301","Positif",0," juni lonjak angka    pasca jebol mudik  "
"4302","Positif",2,"kabar   positif   muba nyata sembuh â€"
"4303","Positif",0,"carane ngene  pandemi  bar v"
"4304","Negatif",-1,"peduli pandemi  danguspurla koarmada i serah bantu apd  batik medanekspressebatikâ â€“ komandan guspurla koarmada i laksma tni rahmat eko rahardjo serah bantu alat indung  apdâ€ â€"
"4305","Negatif",-1,"twitter please  your magic gegara   gabut  januari  stres      putus  salur bakat pendam semoga  manfaat   orangğÿ™ğÿ  fee   langsung dm   ya terimakasihhğÿpictwittercomwxgoc"
"4306","Positif",0,"zero intubati  covidpictwittercomheozq"
"4307","Negatif",-1,"tenaga medis  jatim positif  awat orang tinggal dokter orang tinggal apotekerstaf rs orang â€"
"4308","Positif",2,"dandim  forkopimda wajo pantau sholat jumat perdana  pandemi  wajosetelah bijak tutup  ibadah  pandemi   disease  pemerintah kabupaten wajo  melakukankanâ€ â€"
"4309","Positif",1," inovasi penanganan  ayo daftar segerapictwittercomaezbqbhj"
"4310","Negatif",-2," situasi pandemi  dirumahaja    aman  sebar     perempuan  anak rumah      aman  kerasan pictwittercomvszvtsb"
"4311","Positif",1,"punca kuasa  â€"
"4312","Positif",0,"luhya unity know no mask and social distance bwana atwoli naskia  uchangamkia wazee  â€"
"4313","Positif",2,"pesonil koramil ketapang serah terima pam sub poskoâ  â€"
"4314","Negatif",-1,"kepala daerah   drama korea terusterusan   kerjasama  warga bukti  surabaya   sebar covidnya  butuh bukti  tangis  amarah   takut  amarahmu  tangis ala drama korea"
"4315","Positif",0,"breaking new cases of  positive confirmed  assam kamrup tinsukia guwahati dhubri cachar dhemaji  coronavirus assam  pictwittercomlxgbldowjn"
"4316","Negatif",-4,"hai mentemen giat ajar ajar  rumah   nih  pandemi wabah      semoga   sekolah  buka pandemi   aminpictwittercomigggsjle"
"4317","Negatif",-1,"sadar  ancam  â€ pictwittercomiencqsrmq"
"4318","Positif",3,"surabaya â€“ data  nas kominfo provinsi jawa timur    jumâ€™at pasien positif   surabaya beambah â€ â€"
"4319","Positif",1,"kabar  minggu nol     gunungkidul pasien sembuh beambah orang"
"4320","Negatif",-2,"  orang  sibuk politik   biar sibuk bantu orang nak   bina niaga  ekonomi tuju"
"4321","Negatif",-2,"  sampah orang sebar rumours pasal   kau nak    kau kena     kau  nak attention je  nak attention tolong   "
"4322","Positif",0,"  je"
"4323","Positif",0,"bahas penanganan  danlanal pulau rote vicon  gubernur ntt medaneksprespulau roteâ â€“ komandan pangkal tni al danlanal pulau rote letkol laut p anies latif damping bupati rote ndao dalamâ€ â€"
"4324","Positif",2,"info takat mei pm kena kasus   maklum   info ambil  poal rasmi menteri kasusihatan malaysia terima kasih sentiasa amal tahapâ€ â€"
"4325","Positif",1," jatim ratus tenaga medis papar  â€"
"4326","Negatif",-1,"cegah sebar  aparat bon jeruk beri sanksi anggar psbb â€"
"4327","Negatif",-1," kali â€˜rapid testâ€™  karyawan bank lampung cabang lampura negatif "
"4328","Negatif",-1,"kapolsek muara lakitan beri sembako  masyarakat  kena dampak covidpictwittercomajoxusxz"
"4329","Positif",1,"  sanjung   usaha bu terima kasih lovesurabaya  â€"
"4330","Negatif",-1,"kapolsek muara lakitan beri sembako  masyarakat  kena dampak covidpictwittercomocuubdvtw"
"4331","Negatif",-1,"pikat wisatawan siprus gratis rumah sakit  derita  siprus wisata coronavirusupdates coronavirus    covidãƒ     rakyatmerdeka bacakoranrm rmcoid â€"
"4332","Negatif",-3," tau     berita  klaim  blunder  sampa informasi   jawabane mumet sak awakawake"
"4333","Positif",1,"sekretaris jenderal kemensos haono laras atak    bijak social safety net  tanggulang dampak covidluncurkan bansos nonreguler  bansos sembako bantu presiden  bansos tunai akselerasibansos pictwittercompgooudoyyj"
"4334","Negatif",-1,"dampak   rosot airasia rumah gawai  potong gaji persenberita trans "
"4335","Negatif",-1,"kapolsek muara lakitan beri sembako  masyarakat  kena dampak covidpictwittercomfhxppapx"
"4336","Negatif",-1,"  wujud kampung tangguh meru  putus rantai sebar   sakit    bisaâ€ â€"
"4337","Positif",1,"waspada    positif   aceh  gejala acehkini â€"
"4338","Positif",1,"bpjamsostek lapor  bantu tenaga kerja dampak  â€"
"4339","Positif",1,"cegah sebar  dharma peiwi daerah b gelar rapid test gratis â€ pictwittercombnfrub"
"4340","Negatif",-1,"kapolsek muara lakitan beri sembako  masyarakat  kena dampak covidpictwittercomzuueucmi"
"4341","Negatif",-3,"wabup blitar harap kampung tangguh bencana  putus mata rantai sebar  â€ pdiperjuangan gotongroyongberskalabesar"
"4342","Positif",0,"  hakekatnya pos tanggap   nggibah  nggaple"
"4343","Positif",2,"info takat mei pm kena kasus   maklum   info ambil  poal rasmi menteri kasusihatan malaysia terima kasih sentiasa amal tahapâ€ â€"
"4344","Positif",0,"dukomeze kurwanya ikwirakwira rya  mugihugu cyacu dushyira mu bikorwa amabwiriza yose duhabwa  leta yacu dufatanyije tuzatsinda iki cyorezo kandi abanyarwanda twagaragaje ubudatsimburwa mu guhangana nibibazo tukabibonera umuti ukwiye"
"4345","Negatif",-2,"rais uhuru kenyatta amekariri haja ya ulimwenguni kuwa  umoja katika kukabiliana  maradhi ya  akisema washikadau wote wanafaa kuungana kutatua changamoto zinazotokana  ugonjwa huo kbcwikendicmpictwittercomavqjomvba"
"4346","Positif",0,"  jubirnya akun twitternya urus staff percovidan tweet resmi     tanda cvd â€"
"4347","Positif",0,"breaking news new cases of  kamrup tinsukia guwahati dhubri cachar dhemaji assamcovidcount indiafightscorona pictwittercomepwkwqzw"
"4348","Positif",1,"update     saksi    konpers gugus tugas cepat penanganan   akun youtubedanbagi temantuli konpers   lengkap juru bahasa isyarat  plj gerkatin  fasilitas olehkominfo"
"4349","Negatif",-1,"kapolsek muara lakitan beri sembako  masyarakat  kena dampak covidpictwittercomvptjwiiw"
"4350","Positif",0,"biomodulinat vs  â€"
"4351","Positif",0,"   temu inang  kembang biak   anjak pergi masabodo  urus manusia  coronavirus"
"4352","Positif",0,"achmad yurianto penanganan   pemerintah aceh patut tiru â€"
"4353","Positif",0,"breaking new cases of  positive confirmed  assam kamrup tinsukia guwahati dhubri cachar dhemaji  coronavirus assam  pictwittercomlogmchqcqy"
"4354","Negatif",-1,"  association of the indonesian tours and travel agencies asita  ajar kecendrungan wisata     hati  atur  berlakukan  pandemi "
"4355","Negatif",-4,"sedih ya   kerabat gue  tinggal   nakasus   kerabat  positif   kerja  layan esensial bank   orang    kerja  nongkrong  bosan  rumah     tutup bandara "
"4356","Negatif",-1,"coronadiaceh laksana tugas gubernur aceh nova iriansyah papar klaim hasil aceh nek sebar wabah  â€"
"4357","Positif",2,"info takat mei pm kena kasus   maklum   info ambil  poal rasmi menteri kasusihatan malaysia terima kasih sentiasa amal tahapâ€ â€"
"4358","Negatif",-1,"inti  proyek  anggap   pulih ekonomi negara dihapusin  gua harap  hapus   tunda  at least   selesai"
"4359","Negatif",-2," quarantine day nyata duga   isi direct message  kayak medan perang  ngelabrak  centil  bingung nyamperin satusatu kayak silaturahmipictwittercomtqatiq"
"4360","Positif",3,"menteri sosial kemensos  akselerasi salur  bantu sosial bansos  mastik warga dampak  terima bantu  sekjenhaono laras turun langsung   rumah warga akselerasibansos pictwittercomarrhkn"
"4361","Positif",2,"repost ãƒãƒãƒ sebar pandemi    langsung  indonesia  bawa pengaruh  ubah      sektor hidup      bisaâ€ â€"
"4362","Positif",0,"kumbe huu ujinga ndio ulifanya ukanyanganywa wadhifa wa majorityleader america italy spain  italy big economies walishindwa kidhibiti  nyinyi mtaweza kwa kufunga shule  nchi wacha ujinga nan"
"4363","Positif",2,"  pasien positif   malang sembuh â€ indonesia"
"4364","Positif",0,"happy friday miti hlayisa loko hahari ku lweni  xigugumani lexi xa  haha languseli ku ngena kak level kungari khale ahi mbaleni t mask ğÿ˜ chooselife nimi rhandza swinyawula ğÿ‘œğÿ‘œğÿ‘œ â€"
"4365","Negatif",-3,"mashirika serikali ya kaunti ya lamu  ile serikali ku zimetakiwa kuingilia kati  kuwasiaida wakaazi wa lamu kwa misaada mbalimbali ikiwemo chakula wakati huu wa  mkurugenzi mkuu wa idara ya bihashara  utalii lamu kamalu sharriftwatulizaa pictwittercomidfmzj"
"4366","Positif",1,"beambah  positif pemerintah  tular  turun persen   â€"
"4367","Positif",2,"pasien sembuh   kota sukabumi terusâ beambah â€"
"4368","Positif",0,"armada logistik jabar gerak  gerak dropping logistik  kota kabupaten  jawa barat   perang lawan  jabarbergerak jabaanggapcovid jabarbergerakkotabogorâ€ â€"
"4369","Positif",0,"sobatkom  lihat konpersnya  langsung  akun youtubedanya ğÿ™‚ lawancovid  viruscorona â€"
"4370","Negatif",-3,"ramai  sokong tun    ramai  bantah  marah  tun   deh  reda eh  muncul â€"
"4371","Negatif",-1,"   sore update kait    arah jls  pemkab  pemkot psbb lakukan  kali     kerjasama  pemprov jatim  pemkab  pemkot   sinergis  warga      korban"
"4372","Negatif",-1,"komisi a dprd jatim a prihatin hubung walikota risma  pemprov kait penanganan "
"4373","Positif",1,"sidang media khas perintah kawal gerak syarat mei mindefmalaysia  â€"
"4374","Positif",0," mati pasien    jatim       surabaya"
"4375","Positif",2,"konpers gugus tugas cepat penanganan   graha bnpb langsung    tema beda  temantuli konpers  lengkap juru bahasa isyarat  pusat layan jurubahasa isyarat plj gerkatin  fasilitas olehkominfo"
"4376","Negatif",-2,"ğÿ™ tuko vizuri kiuchumi mishahara ya watumishi haijapunguzwa msemaji wa serikali amesema wagonjwa wa  walioko nchini hawafiki amesema hatua zilizochukuliwa  tanzania zimeiweka nchi katika nafasi nzuri ya kulinda uchumi wake msemaji wa serikali  abbaspictwittercomwcrhksif"
"4377","Positif",2," dagang positif  pasar cileungsi bogor  klaster baruantara news jawa barat â€"
"4378","Negatif",-1,"korlantas polri harap protokol sehat   budaya  patuh masyarakat   sanksi kumparannews â€"
"4379","Negatif",-1," hotel   tutup dampak wabah  satak kasusiap  operasi   juni     beda  juni"
"4380","Positif",0,"kalbe farma  uji klinis vaksin   indonesia"
"4381","Negatif",-1,"maaf  babi  kena  ya hehehe"
"4382","Negatif",-2,"   memberlakukankan jam malam  daerah  terap psbb  masyarakat aceh       aceh    orang warga positif  masyarakat aceh  antisipatif  kuat   disiplin "
"4383","Positif",1,"sidang media khas perintah kawal gerak syarat mei mindefmalaysia  â€"
"4384","Positif",0,"banomona ngama remix umlilo we  ğÿ”ğÿ”ğÿ”ğÿ”ğÿ”ğÿ” â€"
"4385","Positif",1,"isei usul   dukung pemulihan ekonomi  pandemi  ises perrywarjiyo newnormal thenewnormal coronavirusupdates coronavirus    covidãƒ   rakyatmerdeka bacakoranrm rmcoid â€"
"4386","Positif",0,"warga positiv  nomor tanggamus kluster temboro pictwittercomjsnhirmw"
"4387","Positif",0,"psbb kabupaten indramayu resmi  juru bicara gugus tugas  kabupaten indramayu deden bonni koswara sampa terang foto utoyo prie achdiradar indramayu â€ pictwittercomfgtakui"
"4388","Negatif",-3,"sinergi  pemda  masyarakat mjd salah  kunci  lambat peumbuhan  aceh   pulang  mahasiswa   studi  china   januari  gegas  sarana  prasarana penanganan "
"4389","Positif",0," bodoh nak    kenal dataâ  papar  jangkit  sembuh saveathome dirumahaja safelife serah indonesiaterserah"
"4390","Negatif",-1,"kepala daerah   drama korea terusterusan   kerjasama  warga bukti  surabaya   sebar covidnya  butuh bukti  tangis  amarah   takut  amarahmu  tangis ala drama korea"
"4391","Positif",0,"   konpers gugus tugas cepat penanganan   tema praktik  landa kurva ajar  aceh  hadir  video rekam plt gubernur aceh nova iriansyah lawancovid pictwittercombrquzhqc"
"4392","Positif",2,"  narasi bajak   mobil  dipinjemin kali  mesti rebut  pemda  realokasi dana daerah  penanganan  ya ambulans nakasus alkasus  cocok banget  komoditas politik"
"4393","Positif",0,"   beanggung      otoritas   wenang usut  mohon cerah   awan  pandir  panas ugm gulir wacana pemecatan jokowi   pandemi  â€  cowok"
"4394","Positif",0,"bansos tunai  penuh butuh  supir angkot  dampak    bstmrk   bantu  beli butuh  pictwittercomaptunsbs"
"4395","Positif",0," indak nyaman gara gara "
"4396","Positif",1,"jakaa buletinnusantara â€“ pemerintah indonesia  gugus tugas cepat penanganan  catat    konfirmasi positif     jumat   orang  total  â€ â€"
"4397","Positif",0," kasus baharu  kasus  singapura cecah  singapura â€pictwittercomwmkwiqnm â€"
"4398","Negatif",-1," ase kiri yos sudarso  sembako warga dampak  â€  coidpictwittercomzftzwz"
"4399","Positif",1,"gue tuh takut   jarum suntik  pas tes nyata amitamit positif   gue   alias  otg entar percaya   ye  tes   sehat   tau positif huhuhu anjir panikkkğÿ˜"
"4400","Positif",0,"bahas penanganan  danlanal pulau rote vicon  gubernurâ ntt â€"
"4401","Negatif",-5,"ya  surabaya darurat  eh   pakai panggung politik burisma ya  gakmau a bu khofifah ya serakah jabat hmm gemas"
"4402","Negatif",-2," wastafel tingkat iring  kampanye new normal  protokol cuci tang  lawan  â€"
"4403","Negatif",-1,"mdw  pungut  puskasusmas masalembu situasi   diâ henti â€"
"4404","Positif",0,"check out mouzzam tahir  pakistan ğÿ‘‡ â€ saveafreelancer freelancer "
"4405","Negatif",-1," turki longgar sekat  jun awaninews hapuscovid â€ pictwittercomhvuzzntdkv"
"4406","Negatif",-3,"isu sekolah buka   guru kerja dobel ajar  awas siswa jaga jarak sekolah guru newnormal thenewnormal coronavirusupdates coronavirus    covidãƒ   rakyatmerdeka bacakoranrm rmcoid â€"
"4407","Negatif",-1,"gubri  tanggap darurat  â€"
"4408","Positif",0,"hai sobatkom  mei gugus tugasmencatat akumulasi  positif   aceh  orang tingkat sembuh   aceh   tingkat mati akibat pandemi     lawancovid"
"4409","Negatif",-2,"lamalama enek editorin berita   bijak pemerintahan  lihat labil tingkat dewa       wabah pandemik korban  beambah new normal   istimewa  gue   selesain "
"4410","Positif",0,"hasil karantina mahoni monas  jakaa landa pandemi  â€"
"4411","Negatif",-1,"askofu timothy wambunya aliyepona kutokana  ugonjwa wa  anakiri kwamba ugonjwa huo ulimfanya kuchungulia kabur ntvjionipictwittercompdpkho"
"4412","Negatif",-3,"ketua gugus kuratif cepat penanganan  jatim  joni wahyuhadi respons tuduh wali kota risma kait sabotase bantu mobil lab pcr kasihan negara miskin  rebut daridulu   korupsi miris ya  â â€"
"4413","Positif",0,"jerry  relawan   rumahsakit drsoetomo surabaya"
"4414","Positif",0,"astrologer bejan daruwalla no more lost   ripbejandaruwalla â€"
"4415","Positif",0,"kuta timur  alat tes cepat   dagang pictwittercometlwcdck"
"4416","Positif",0,"imbas  kpu depok kaji  anggar pilkada pictwittercometlgejcdnk"
"4417","Positif",0,"ambah  positif   jakaa    angka ratus jiwa â€"
"4418","Negatif",-1,"pt kalbe farma tbk kalbe   uji klinik vaksin  juni   kutip  buka informasi kalbe jumat â€"
"4419","Positif",1,"jumat â€”â€”â€”â€” kota bandung  laksana psbb  proporsional ketua gugus tugas cepat penanganan  kota bandung wali kota bandungmenyampaikan  psbb kota bandung    proporsional   juni pictwittercomcamnetlceh"
"4420","Positif",0,"grafik    positif   drastis â€"
"4421","Negatif",-2,"serikali tuko vizuri kiuchumi mishahara ya watumishi haijapunguzwa msemaji wa serikali amesema wagonjwa wa  walioko nchini hawafiki amesema hatua zilizochukuliwa  tanzania zimeiweka nchi katika nafasi nzuri ya kulinda uchumi wake soma pictwittercommuqqo"
"4422","Positif",1," proyek strategis nasional cepat     arah jokowi â€ indonesia"
"4423","Negatif",-1,"peduli  ipc  ribu sembako viaâ evoucherâ â€"
"4424","Positif",2,"usaha sukses   pandemi  kpm pkh mantap graduasi ngeblogdirumah â€"
"4425","Positif",0," sta usaha     halang   knapa customer  mahasiswa  mahasiswa  libur   resta kocak"
"4426","Negatif",-1,"peduli pandemi  danguspurla koarmada i serah bantu apd diâ batik â€"
"4427","Positif",0," ama kali  plan teunda   ğÿ˜…ğÿ˜…ğÿ˜…ğÿ˜…"
"4428","Positif",0,"kwani  itaisha  kijeketile ngwale ndio atakuwa amefika kenya"
"4429","Positif",2,"alhamdulillah  malaysia  landa  mangkukmangkuk   pegang tampuk pemerintahan pimpin  teladan â€"
"4430","Positif",4," dahsyat  manfaat produk hdi cepat proses sembuh pasien   singarajars giri mas info followpictwittercomotigdqvfx"
"4431","Positif",0,"  tekan pandemi  kinerja ekspor industri olah indonesia  catat nilai positif januariapril tembus usd miliarnaik banding periode      â€"
"4432","Negatif",-1," thailand longgar  sekat  jun â€ â€"
"4433","Positif",0," kota timikapasien    jemput tugas keamananpictwittercomfrhczalef"
"4434","Negatif",-1,"tim gugus  jemput orang keluarga positifâ  â€"
"4435","Positif",0,"mumpung psbb    gabut dikos  promosi ah  tau     tearik seka"
"4436","Negatif",-2,"serius   wabah  pemerintah pikir sehat mental rakyat   "
"4437","Positif",1,"ilmuwan indonesia pasien   indonesia   vitamin  tinggal dunia â€"
"4438","Negatif",-2,"masyarakat   produktif  aman   protokol sehat   jalan"
"4439","Positif",2,"repost â€ â€ â€ â€ â€ â€ kembang   malaysia mei ğÿ“œalhamdulillah kekal hijautiada kasus   terengganu ğÿ“œ kasus pulih   discaj  kumulatif kasus discajâ€ â€"
"4440","Negatif",-1,"new normal   tahap rencana    terap  juni  juli lihat situasi   pandemi trend  positif  tingkat  trend sembuh  orang  kadung benciotaknya cupet deh emosi semoga indak  gila"
"4441","Positif",4," dahsyat  manfaat produk hdi cepat proses sembuh pasien   singarajars giri mas info followpictwittercomsslmnuebg"
"4442","Positif",1,"hahaha lucu penanganan    pikobar  website   beda tunggu klarifikasi bantu uppictwittercomthlhzjyjx"
"4443","Positif",0,"kampung tangguh meru harap tekan penyebaranâ  â€"
"4444","Negatif",-2,"teror    hantu  liga primer inggris korban jangkit  beambah â€ ligapremieringgris "
"4445","Positif",0," jubir  upaya  lakukan pemerintah aceh  bersamasama  koordinasi patut tiru  daerah  publisherstory â€"
"4446","Positif",1,"pasien positif   batam beambah orang  rupa jemaat gereja publisherstory â€"
"4447","Positif",0," pandemi  bpbd kota tasik serap anggar rp milyar komisi iv pinta lapor perinci tasik zone pictwittercomoqapkm"
"4448","Positif",0,"juni indonesiakorsel uji vaksin "
"4449","Positif",0,"gemamedianetpolda sumbar  bri kanwil padang kerjasamakan pe â€ nusantara nkri nasional sumaterabarat padang bripadang   poldasumbar humaspoldasumbar bidhumaspoldasumbar nusantara pictwittercomqhbmfa"
"4450","Negatif",-1,"kreativitas  kunci  beahan   krisis akibat  bri gigiband coronavirusupdates coronavirus    covidãƒ    rakyatmerdeka bacakoranrm rmcoid â€"
